name,object_id,accounting_method_id,accounting_method_value,account_alias,account_balance,account_name,account_status_id,account_status_value,account_usage_locked_time,action_threshold_1_owner,action_threshold_2_owner,action_threshold_3_owner,action_threshold_4_owner,action_threshold_5_owner,action_threshold_6_owner,aggregate_start_date,apply_status_change_to_prod,auto_delete_billed_events,auto_payment_status_id,auto_payment_status_value,account_num,billing_contact,billing_driver_id,billing_driver_value,billing_indicator_id,billing_indicator_value,billing_status_id,billing_status_value,bills_since_last_statement,bill_cycle,bill_event_sequence,bill_handling_code,bill_masking,bill_period,bill_period_unit_id,bill_period_unit_value,bill_style_id,bill_style_value,budget_payment_plan_type_id,budget_payment_plan_type_value,created_when,credit_adjust_billed_up_to,credit_card_expiration_date,credit_class_id,credit_limit,currency,datastore_masking,debit_adjustments_billed_up_to,debts_analysis_req_at_date,delete_events_on_billing,deposits_without_req_amount,disable_real_time_billing,don_event_disc_billed_up_to,don_package_disc_billed_up_to,early_term_surcharge_app,effective_date,effective_status_start_date,events_billed_up_to,event_dispatch_profile_id,exclude_from_promotions,go_live_date,go_live_date_initial,holiday_profile_id,info_currency,internal_account,is_usage_locked,last_bill_seq,last_billed_deposit_amount,last_bill_amount,last_bill_date,last_bill_loyalty_points,last_collection_action_date,last_debts_analysis,last_payment_actual_date,last_payment_amount,last_payment_date,lifecycle_profile,lifecycle_profile_id,lifecycle_state,loyalty_trans_billed_up_to,modified_when,new_existing_contact_id,new_existing_contact_value,next_bill_date,next_collection_action_date,next_payment_date,ots_billed_up_to,output_event_to_file,overwritten_invoice_amount,payments_since_last_invoice,payment_method_id,payment_method_value,pending_paid_amount,prepay,product_instance,recharge_event_payments,recharge_event_type_id,required_bill_masking,required_datastore_masking,suspension_bill_required,syncstatus_id,syncstatus_value,tax_status_id,tax_status_value,termination_date,termination_reason_id,termination_reason_value,threshold_1_direction_id,threshold_1_direction_value,threshold_1_money_amount,threshold_1_total_type_id,threshold_1_total_type_value,threshold_2_direction_id,threshold_2_direction_value,threshold_2_money_amount,threshold_2_total_type_id,threshold_2_total_type_value,threshold_3_direction_id,threshold_3_direction_value,threshold_3_money_amount,threshold_3_total_type_id,threshold_3_total_type_value,threshold_4_direction_id,threshold_4_direction_value,threshold_4_money_amount,threshold_4_total_type_id,threshold_4_total_type_value,threshold_5_direction_id,threshold_5_direction_value,threshold_5_money_amount,threshold_5_total_type_id,threshold_5_total_type_value,threshold_6_direction_id,threshold_6_direction_value,threshold_6_money_amount,threshold_6_total_type_id,threshold_6_total_type_value,total_active_disputes,total_allocated_amount,total_billed_amount,total_billed_install_amount,total_chasable_debts,total_internal_payments_amount,total_legal_debts,total_loyalty_points_earned,total_loyalty_points_redeemed,total_overdue_debt,total_paid_amount,total_paid_discounts_amount,total_unbilled_adjustments,total_unbilled_ots_amount,tot_budg_plan_deferred_amount,transactions_billed_up_to,unbilled_deposit_req_amount,unbilled_realtime_ots_amount,unbilled_term_install_amount,unpaid_spend,write_off_amount,default_recharge_event_source,def_recharge_ext_event_spec,extraction_timestamp,date,history_date
edited,9158144257613274748,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000163955,9158144205913273267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 11:22:35,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-09-26 23:00:21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,Direct Debit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27042926812 Lastname27042925931,9158144293513275517,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000163968,9158144281213275550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 11:28:37,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 11:28:38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27045430775 Lastname27045429743,9158144441113278516,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000163990,9158144443413278416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 11:53:43,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 11:53:43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27050330512 Lastname27050329818,9158144492113279639,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000164009,9158144493713279539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 12:02:52,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 12:02:52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27050350135 Lastname27050348969,9158144497313279772,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000164010,9158144496013279772,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 12:03:03,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 12:03:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27050926121 Lastname27050924950,9158144534713280512,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000164012,9158144533413280512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 12:08:38,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 12:08:39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27051804361 Lastname27051803533,9158144583713281428,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000164016,9158144585413281428,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 12:17:15,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 12:17:16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27052911036 Lastname27052909603,9158144648913284397,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000164030,9158144648713284397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 12:28:25,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 12:28:25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27053940588 Lastname27053939333,9158144700413286494,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000164071,9158144708113286494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 12:38:56,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 12:38:56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27041753033 Lastname27041752002,9158144220813273519,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000163951,9158144228413273519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 11:17:06,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 11:17:06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27041604615 Lastname27041603837,9158144248513273912,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494992,6#BBBBBB$ Awaiting Termination,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000163953,9158144205913273267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 11:20:13,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 11:22:07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,Direct Debit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27043249069 Lastname27043248180,9158144301213276292,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000163970,9158144300913276192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 11:32:01,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 11:32:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27043735600 Lastname27043734731,9158144345713276706,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000163971,9158144331213276783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 11:36:51,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 11:36:51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27045432797 Lastname27045431791,9158144446013278623,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000163991,9158144440813278416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 11:53:47,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 11:53:47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27050805482 Lastname27050803708,9158144539913280642,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000164013,9158144539613280642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 12:09:17,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 12:09:17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Firstname27051546213 Lastname27051545315,9158144565313281258,9135456871313516983,Balance Forward,NULL,NULL,NULL,9135405314613494989,6#9BBB59$ Active,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000164015,9158144560013281258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9153348571113184719,NULL,NULL,NULL,NULL,9147921419813944145,Periodic Electronic Bill,NULL,NULL,2020-08-27 12:14:58,NULL,NULL,9154791950913365248,NULL,9154697122813325093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-08-27 12:14:58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Cash,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
