account_num,customer_ref,subs_id,bill_seq,bill_dtm,invoice_net_mny,invoice_tax_mny,invoice_num,msisdn,event_type,event_type_name,event_id,cluster_sub_id,created_dtm,event_datetime,charge,event_cost,tlo_product_seq,product_seq,product_name,managed_file_id,row_number,was_modified,cost_centre_id,tariff_id,tariff_name,tariff_desc,event_attr_1,event_attr_2,event_attr_3,event_attr_4,event_attr_5,event_attr_6,event_attr_7,event_attr_8,event_attr_9,event_attr_10,event_attr_11,event_attr_12,event_attr_13,event_attr_14,event_attr_15,event_attr_16,event_attr_17,event_attr_18,event_attr_19,event_attr_20,event_attr_21,event_attr_22,event_attr_23,event_attr_24,event_attr_25,event_attr_26,event_attr_27,event_attr_28,event_attr_29,event_attr_30,event_attr_31,event_attr_32,event_attr_33,event_attr_34,event_attr_35,event_attr_36,loyalty_points,competitor_cost_mny,internal_cost_mny,external_cost_mny,fragment_number,imported_cost_mny,imported_currency_code,rating_discounted_usage_total,pre_discounted_cost_mny,highest_priority_discount_id,tax_override_id,ust_category_id,ust_code_id,original_account_num,rule_number,highest_priority_prod_seq,receivable_class_id,receivable_class_name,revenue_code_id,revenue_code_name,discount_data,primary_event_ref,inhost_costed_boo,host_event_type_id,charge_number,billed_cost_mny,mask_bill_rule_id,mask_store_rule_id,post_bill_retention_days,event_lifecycle_type,previous_event_ref,previous_event_seq,twin_event_boo,extraction_timestamp,date,history_date
2000165339,1000165515,NULL,1,2020-12-01 00:00:00,147266,0,VFO0000015,77110167,1,National Calls,0000CE000000000,2,2020-12-01 15:31:28,2020-11-23 16:31:12,Charged,300,1,2,Mobile Postpaid Line,97,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110167,001456,60,'O',NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000165339,1000165515,NULL,1,2020-12-01 00:00:00,147266,0,VFO0000015,77110167,7,National Data,0000D1000000000,2,2020-12-01 15:31:46,2020-11-23 16:31:35,Charged,300,1,2,Mobile Postpaid Line,99,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110167,NULL,NULL,1048576,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000007,400000007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000165361,1000165538,NULL,1,2020-12-01 00:00:00,168666,0,VFO0000016,77110171,2,International Calls,0000DA000000000,2,2020-12-01 16:00:10,2020-11-23 16:59:51,Charged,27000,1,2,Mobile Postpaid Line,103,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110171,001456,60,'O',NULL,2700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000002,400000002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,7,National Data,000058000000000,2,2020-12-01 12:27:55,2020-11-05 13:26:01,Charged,50,1,2,Mobile Postpaid Line,35,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,NULL,NULL,1048576,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000007,400000007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,8,Data Roaming,00005E000000000,2,2020-12-01 12:46:20,2020-11-05 13:45:50,Charged,50,1,2,Mobile Postpaid Line,39,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,NULL,NULL,1048576,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000008,400000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000167971,1000168477,NULL,1,NULL,NULL,NULL,NULL,75110006,8,Data Roaming,000070000000000,2,2020-12-01 13:49:57,2020-11-05 13:45:50,Charged,50,1,2,Mobile Postpaid Line,51,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110006,NULL,NULL,1048576,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000008,400000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000163929,1000163930,NULL,1,NULL,NULL,NULL,NULL,75110198,5,International SMS,000045000000004,2,2020-12-01 09:56:53,2020-11-05 21:54:44,Charged,150,1,2,Mobile Postpaid Line,23,5,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110198,001456,1,'O',NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000005,400000005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164388,1000164715,NULL,1,2020-12-01 00:00:00,267366,0,VFO0000014,75110011,3,Voice Roaming,000097000000002,2,2020-12-01 10:24:32,2020-11-11 15:58:44,Charged,70,1,2,Mobile Postpaid Line,69,3,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110011,001456,60,'O',NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000003,400000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164388,1000164715,NULL,1,2020-12-01 00:00:00,267366,0,VFO0000014,75110011,7,National Data,000097000000006,2,2020-12-01 10:24:32,2020-11-11 17:56:44,Charged,300,1,2,Mobile Postpaid Line,69,7,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110011,NULL,NULL,1048576,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000007,400000007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164388,1000164715,NULL,1,2020-12-01 00:00:00,267366,0,VFO0000014,75110011,8,Data Roaming,000097000000007,2,2020-12-01 10:24:32,2020-11-11 18:57:44,Charged,250,1,2,Mobile Postpaid Line,69,8,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110011,NULL,NULL,1048576,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000008,400000008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164602,1000164921,NULL,1,NULL,NULL,NULL,NULL,75110256,1,National Calls,00009A000000000,2,2020-12-01 21:22:25,2020-11-11 22:21:53,Charged,300,1,2,Mobile Postpaid Line,71,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110256,001456,60,'O',NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164619,1000164935,NULL,1,NULL,NULL,NULL,NULL,75110005,1,National Calls,0000B9000000000,2,2020-12-01 21:16:07,2020-11-12 22:15:32,Charged,34530,1,2,Mobile Postpaid Line,83,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110005,001456,60,'O',NULL,3453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164619,1000164935,NULL,1,NULL,NULL,NULL,NULL,75110005,3,Voice Roaming,0000BC000000000,2,2020-12-01 21:17:31,2020-11-12 22:16:56,Charged,340,1,2,Mobile Postpaid Line,85,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110005,001456,60,'O',NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000003,400000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164619,1000164935,NULL,1,NULL,NULL,NULL,NULL,75110005,7,National Data,0000BF000000000,2,2020-12-01 21:22:25,2020-11-12 22:21:52,Charged,3450,1,2,Mobile Postpaid Line,87,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110005,NULL,NULL,1048576,NULL,345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000007,400000007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164625,1000164933,NULL,1,NULL,NULL,NULL,NULL,77110020,5,International SMS,0000C2000000004,2,2020-12-01 12:40:37,2020-11-13 21:54:44,Charged,150,1,2,Mobile Postpaid Line,89,5,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110020,001456,1,'O',NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000005,400000005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164865,1000165110,NULL,1,NULL,NULL,NULL,NULL,77110022,3,Voice Roaming,0000C8000000002,2,2020-12-01 08:18:40,2020-11-21 15:58:44,Charged,70,1,2,Mobile Postpaid Line,93,3,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110022,001456,60,'O',NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000003,400000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000164865,1000165110,NULL,1,NULL,NULL,NULL,NULL,77110022,4,National SMS,0000C8000000003,2,2020-12-01 08:18:40,2020-11-21 20:53:44,Charged,50,1,2,Mobile Postpaid Line,93,4,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,77110022,001456,1,'O',NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000004,400000004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
2000163929,1000163930,NULL,1,NULL,NULL,NULL,NULL,75110198,1,National Calls,000045000000000,2,2020-12-01 09:56:53,2020-11-05 18:49:44,Charged,100,1,2,Mobile Postpaid Line,23,1,F,NULL,10001,Pre-costed RP,Default rate plan for all usage,75110198,001456,60,'O',NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10001,Default,400000001,400000001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,2020-11-24 12:43:06,2020-11-24,2020-11-24-12-43-06
