customer_ref,customer_id,account_num,ocs_subscriber_id,billing_account_id,subs_id,bpi_id,subscription_name,actual_start_date,actual_end_date,sequence_number,billing_subs_status_id,billing_subs_status_value,subs_status_id,subs_status_value,initiating_system_id,initiating_system_value,distribution_channel_id,distribution_channel_value,shop_id,processed_when_date,subs_location_id,charge_discount_mrc,charge_tax_mrc,charge_total_mrc,tariff_plan_template_id,tariff_plan_template_name,tariff_plan_id,tariff_plan_name,tariff_plan_weight,tariff_plan_bil_spec_id,tariff_plan_bil_spec_value,msisdn_id,msisdn,phone_number_status_id,phone_number_status_value,ported_from_id,ported_from_name,phone_number_category_id,phone_number_category_value,iccid_id,imsi,sim_card_type_id,sim_card_type_value,sim_card_logical_status_id,sim_card_logical_status_value,ported_to_id,ported_to_name,customer_category_id,customer_category_value,sms_allowance,data_allowance,voice_allowance,cash_balance_id,date_change_tariff_plan,history_date,ocs_subscription_id,remaining_upfront_payment,upfront_payment
1000163950,9157819000000000011,2000263944,436607000011.0,9157000010000000011,9158818010000000011,9157818076520010011,Mobile Prepaid 6 GB #001,2020-08-31 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-08-31 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000011,754200011,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900011,143981813200011,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163951,9157819100000000012,2000263945,436607000012.0,9157000010000000012,9158818010000000012,9157818076520010012,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000012,754200012,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900012,143981813200012,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163952,9157819200000000013,2000263946,436607000013.0,9157000010000000013,9158818010000000013,9157818076520010013,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000013,754200013,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900013,143981813200013,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163953,9157819300000000014,2000263947,436607000014.0,9157000010000000014,9158818010000000014,9157818076520010014,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000014,754200014,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900014,143981813200014,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163954,9157819400000000015,2000263948,436607000015.0,9157000010000000015,9158818010000000015,9157818076520010015,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000015,754200015,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900015,143981813200015,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163955,9157819500000000016,2000263949,436607000016.0,9157000010000000016,9158818010000000016,9157818076520010016,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000016,754200016,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900016,143981813200016,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163956,9157819600000000017,2000263950,436607000017.0,9157000010000000017,9158818010000000017,9157818076520010017,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000017,754200017,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900017,143981813200017,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163957,9157819700000000018,2000263951,436607000018.0,9157000010000000018,9158818010000000018,9157818076520010018,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000018,754200018,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900018,143981813200018,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163958,9157819800000000019,2000263952,436607000019.0,9157000010000000019,9158818010000000019,9157818076520010019,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000019,754200019,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900019,143981813200019,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163959,9157819900000000020,2000263953,436607000020.0,9157000010000000020,9158818010000000020,9157818076520010020,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000020,754200020,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900020,143981813200020,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163960,9157820000000000021,2000263954,436607000021.0,9157000010000000021,9158818010000000021,9157818076520010021,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000021,754200021,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900021,143981813200021,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163961,9157820100000000022,2000263955,436607000022.0,9157000010000000022,9158818010000000022,9157818076520010022,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000022,754200022,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900022,143981813200022,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163962,9157820200000000023,2000263956,436607000023.0,9157000010000000023,9158818010000000023,9157818076520010023,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000023,754200023,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900023,143981813200023,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163963,9157820300000000024,2000263957,436607000024.0,9157000010000000024,9158818010000000024,9157818076520010024,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000024,754200024,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900024,143981813200024,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163964,9157820400000000025,2000263958,436607000025.0,9157000010000000025,9158818010000000025,9157818076520010025,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000025,754200025,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900025,143981813200025,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163965,9157820500000000026,2000263959,436607000026.0,9157000010000000026,9158818010000000026,9157818076520010026,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000026,754200026,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900026,143981813200026,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163966,9157820600000000027,2000263960,436607000027.0,9157000010000000027,9158818010000000027,9157818076520010027,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000027,754200027,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900027,143981813200027,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163967,9157820700000000028,2000263961,436607000028.0,9157000010000000028,9158818010000000028,9157818076520010028,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000028,754200028,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900028,143981813200028,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163968,9157820800000000029,2000263962,436607000029.0,9157000010000000029,9158818010000000029,9157818076520010029,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000029,754200029,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900029,143981813200029,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163969,9157820900000000030,2000263963,436607000030.0,9157000010000000030,9158818010000000030,9157818076520010030,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000030,754200030,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900030,143981813200030,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163970,9157821000000000031,2000263964,436607000031.0,9157000010000000031,9158818010000000031,9157818076520010031,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000031,754200031,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900031,143981813200031,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163971,9157821100000000032,2000263965,436607000032.0,9157000010000000032,9158818010000000032,9157818076520010032,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000032,754200032,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900032,143981813200032,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163972,9157821200000000033,2000263966,436607000033.0,9157000010000000033,9158818010000000033,9157818076520010033,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000033,754200033,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900033,143981813200033,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163973,9157821300000000034,2000263967,436607000034.0,9157000010000000034,9158818010000000034,9157818076520010034,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000034,754200034,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900034,143981813200034,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163974,9157821400000000035,2000263968,436607000035.0,9157000010000000035,9158818010000000035,9157818076520010035,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000035,754200035,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900035,143981813200035,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163975,9157821500000000036,2000263969,436607000036.0,9157000010000000036,9158818010000000036,9157818076520010036,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000036,754200036,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900036,143981813200036,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163976,9157821600000000037,2000263970,436607000037.0,9157000010000000037,9158818010000000037,9157818076520010037,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000037,754200037,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900037,143981813200037,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
1000163977,9157821700000000038,2000263971,436607000038.0,9157000010000000038,9158818010000000038,9157818076520010038,Mobile Prepaid 6 GB #001,2020-09-01 00:01:00,,1,9141504170013676277,Active,9132857804713527193,Active,9148223396313661755,Order Entry,9153174608013224018,Telesales,,2020-09-01 00:01:00,,3.15,19.31,22.46,9156599352065809161,Mobile Prepaid Plan Template,6400000004,Mobile Prepaid 6 GB,3,9156599279465679872,Mobile Prepaid,9157818001120000038,754200038,9144596250213377985,In Use,,,9153651213713172484,Regular,9157818000513900038,143981813200038,9141573920013381957,SIM Card,9141687398113679757,In Use,,,9145846203913115265,Consumer,300,6,300,NULL,NULL,9/9/2020,,,
